test_index,cid,description,ground_truth,generated,word_length,word_bucket,token_length,token_bucket,bertzct,bertz_bucket,maccs,valid
46,5284552,"The molecule is the (1R,1'S,2S,2'R) isomer of 2,2'-[(1,4-dioxobutane-1,4-diyl)bis(oxypropane-3,1-diyl)]bis[6,7,8-trimethoxy-2-methyl-1-(3,4,5-trimethoxybenzyl)-1,2,3,4-tetrahydroisoquinolinium]. It is the meso-isomer which has a trans configuration at the 1 and 2 positions of the tetrahydroisoquinolinium rings. It is a quaternary ammonium ion, a diester and a succinate ester.",C[N@+]1(CCC2=CC(=C(C(=C2[C@H]1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)OC)CCCOC(=O)CCC(=O)OCCC[N@+]4(CCC5=CC(=C(C(=C5[C@@H]4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)OC)C,C[C@]1(CC2=CC=C1)CCCC[C@@H](CCC3=CC(=C(C=C2)OC)OC)OC)OC)CCC(=O)CC4=CC(=C(C=C4)C(=O)OC)OC,39,1-64,162,>160,2360.6829749393137,>800,,False
47,25244168,"The molecule is a 2,3-dichloromuconate(2-) obtained by deprotonation of the carboxy groups of (2Z,4Z)-2,3-dichloromuconic acid. Major species at pH 7.3 It is a conjugate base of a (2Z,4Z)-2,3-dichloromuconic acid.",C(=C\\C(=O)[O-])\\C(=C(/C(=O)[O-])\\Cl)\\Cl,C(=C\\C(=O)[O-])\\C(=C(/C(=O)[O-])\\Cl)\\Cl,29,1-64,89,65-96,266.7216506395527,100-300,1.0,True
48,46931152,The molecule is a cardiolipin derivative in which all four of the phosphatidyl acyl groups are specified as oleoyl. It has a role as an antigen. It is a conjugate acid of a tetraoleoyl cardiolipin(2-).,CCCCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](OC(=O)CCCCCCC/C=C\\CCCCCCCC)COP(=O)(OCC(O)COP(=O)(OC[C@H](OC(=O)CCCCCCC/C=C\\CCCCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCCCC)O)O,CCCCCCCC/C=C\\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCCCC/C=C\\CCCCCCCCCCCCC)COP(=O)(OCC(O)COP(=O)(OC[C@H](OC(=O)CCCCCCCCCCCC)OC(=O)CCCCCC)COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)O)O,35,1-64,62,1-64,1941.0941027611818,>800,,False
49,108976,The molecule is a 4-hydrox-L-lysine that is L-lysine substituted at position 4 by a hydroxy group (the 4R-threo-stereoisomer). It is a conjugate base of a (4R)-4-hydroxy-L-lysine(1+).,C(CN)[C@H](C[C@@H](C(=O)O)N)O,C(C([C@H](CC(=O)O)CO)N)O,26,1-64,70,65-96,128.99580316677543,100-300,0.7647058823529411,True
50,54699185,"The molecule is a hydroxycoumarin that is 2H,8H-benzo[1,2-b:5,4-b']dipyran-2-one substituted by a hydroxy group at position 4, a methoxy group at position 5, 4-methoxyphenyl group at position 3 and two methyl groups at position 8 respectively. It has a role as a plant metabolite and an antiprotozoal drug. It is a hydroxycoumarin and a monomethoxybenzene.",CC(=CCC1=C2C(=C(C3=C1OC(C=C3)(C)C)OC)C(=C(C(=O)O2)C4=CC=C(C=C4)OC)O)C,CC1(C=CC(=O)C2=C(C(=C3C=C2O1)OC)O)C4=C(C=C4)O,54,1-64,119,97-128,1336.259826360996,>800,,False
51,6245,"The molecule is an N-glycosylpyrrolopyrimidine that is adenosine in which the in the 5-membered ring that is not attached to the ribose moiety is replaced by a carbon. Tubercidin is produced in the culture broth of Streptomyces tubericidus. It has a role as an antineoplastic agent, a bacterial metabolite and an antimetabolite. It is a N-glycosylpyrrolopyrimidine, a ribonucleoside and an antibiotic antifungal agent.",C1=CN(C2=NC=NC(=C21)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,C1[C@@H]2[C@H]([C@H]([C@@H](O1)NC3=C(N=CN=C32)N)CO)O,63,1-64,122,97-128,601.3927524598979,300-800,0.7142857142857143,True
52,31101,"The molecule is an indole alkaloid. It has a role as an antiparkinson drug, a hormone antagonist, a dopamine agonist and an antidyskinesia agent. It derives from a hydride of an ergotaman.",CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,CCN(CC)C(=O)N[C@@H]1CN([C@@H]2CC4=CNC5=CC=CC=C53)C=C(C1)C,32,1-64,53,1-64,1568.3942370441403,>800,,False
53,91828250,"The molecule is a branched amino oligosaccharide comprising a linear trisaccharide of beta-D-mannose and two N-acetyl-beta-D-glucosamine residues all linked in sequence (1->4), to the mannosyl residue of which is (1->4)-linked an Nacetyl-beta-D-glucosaminyl residue, together with two N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl tetrasaccharide units linked (1->3) and (1->6). It is an amino oligosaccharide and a glucosamine oligosaccharide.",CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)O[C@H]4[C@H]([C@@H]([C@H](O[C@@H]4OC[C@@H]5[C@H]([C@@H]([C@@H]([C@@H](O5)O[C@@H]6[C@H](O[C@H]([C@@H]([C@H]6O)NC(=O)C)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)NC(=O)C)O)CO)CO)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O[C@@]1(C[C@@H]([C@H]([C@@H](O1)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)NC(=O)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)CO)O)O)CO)CO)O)O,CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)O[C@H]4[C@H]([C@@H]([C@H](O[C@@H]4O[C@H]5[C@H]([C@@H](O[C@H]5O)O[C@H]6[C@@H]([C@H](O[C@H]([C@@H]6O)O[C@@]7(C[C@H]([C@@H]([C@H](O7)[C@@H]([C@@H](CO)O)O)NC(=O)C)O[C@H]8[C@@H]([C@H](O))CO)O)CO)CO)O)O)O)NC(=O)C)CO)O)O)O,52,1-64,182,>160,4906.356657639934,>800,,False
54,1119,"The molecule is a sulfur oxide. It has a role as a food bleaching agent, a refrigerant and an Escherichia coli metabolite.",O=S=O,OS(=O,22,1-64,33,1-64,23.774437510817343,<100,,False
55,53239760,"The molecule is a fifteen-membered glycopeptide comprising glycyl, glutaminyl, alanyl, glycyl, 3-(1,3-thiazol-4-yl)alanyl, (5R)-5-(beta-D-galactopyranosyloxy)lysyl, glycyl. alpha-glutamyl, glutaminyl, glycyl, prolyl, lysyl, glycyl, alpha-glutamyl and threonine residues coupled in sequence.",C[C@H]([C@@H](C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CC[C@H](CN)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)NC(=O)[C@H](CC3=CSC=N3)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CN)O,C[C@H]([C@@H](C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CC[C@H](CN)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)NC(=O)[C@H](CC3=CC=NC=C3)NC(=O)CNC(=O)[C@H](NC(=O)[C@H](CCCC4=C)NC(=O)CN)O,27,1-64,110,97-128,3563.520042531699,>800,,False
56,86289183,"The molecule is a triacontatetraenoate that is the conjugate base of (15Z,18Z,21Z,24Z)-triacontatetraenoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a conjugate base of a (15Z,18Z,21Z,24Z)-triacontatetraenoic acid.",CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCCCCCCCCCC(=O)[O-],CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCCCCCCCCCC(=O)[O-],34,1-64,98,97-128,498.96098208898957,300-800,1.0,True
57,10922936,"The molecule is an acetate ester obtained by the formal condensation of hydroxy group of sinapoyl aldehyde with acetic acid. It is a dimethoxybenzene, a member of cinnamaldehydes and a member of phenyl acetates. It derives from an (E)-sinapaldehyde.",CC(=O)OC1=C(C=C(C=C1OC)/C=C/C=O)OC,CC(=O)OC1=CC(=C(C=C1)C=C/C=OC)OC,39,1-64,72,65-96,451.26510212609395,300-800,,False
58,71668339,"The molecule is an unsaturated fatty acid anion that is the conjugate base of 8-KETE, obtained by deprotonation of the carboxy group. It is an oxo fatty acid anion, a long-chain fatty acid anion, a polyunsaturated fatty acid anion and an oxo-ETE anion. It is a conjugate base of an 8-oxo-ETE.",CCCCC/C=C\\C/C=C\\C=C\\C(=O)C/C=C\\CCCC(=O)[O-],CCCCC/C=C\\C/C=C\\C=C/C(=O)C/C=C\\CCCCC(=O)[O-],51,1-64,93,65-96,428.16773996808354,300-800,1.0,True
59,21953369,"The molecule is a methyl-branched fatty acid anion that is the conjugate base of isopentadecanoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a methyl-branched fatty acid anion, a long-chain fatty acid anion, a saturated fatty acid anion and a fatty acid anion 15:0. It is a conjugate base of an isopentadecanoic acid.",CC(C)CCCCCCCCCCCC(=O)[O-],CC(C)CCCCCCCCCCCCCC(=O)[O-],60,1-64,107,97-128,175.7606331626225,100-300,1.0,True
60,91855080,The molecule is a glycosylglucose consisting of a beta-D-xylopyranose residue and a D-glucopyranose residue joined in sequence by a (1->3) glycosidic bond. It derives from a beta-D-xylose and a D-glucopyranose.,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](OC([C@@H]2O)O)CO)O)O)O)O,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](OC([C@@H]2O)O)CO)O)O)O)O,30,1-64,75,65-96,340.96563712446994,300-800,1.0,True
61,85904018,The molecule is a very long-chain primary fatty alcohol that is heptacosan-1-ol substituted by a methyl group at position 26. It derives from a hydride of a heptacosane.,CC(C)CCCCCCCCCCCCCCCCCCCCCCCCCO,CC(C)CCCCCCCCCCCCCCCCCCCCCCCCO,28,1-64,48,1-64,273.48738667631255,100-300,1.0,True
62,57320776,"The molecule is a 3beta-hydroxy-4,4-dimethylsteroid that is that is cholestan-3beta-ol in which the hydrogens at position 4 have been replaced by methyl groups and a double bond has been introduced between positions 8 and 14.",C[C@H](CCCC(C)C)[C@H]1CCC2=C3CCC4[C@@]([C@H]3CC[C@]12C)(CC[C@@H](C4(C)C)O)C,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=CC[C@@H]4[C@@]3(C[C@@H](C4(C)C)O)C,35,1-64,60,1-64,671.851064444354,300-800,,False
63,16078938,"The molecule is a 3',5'-cyclic purine nucleotide that is 3',5'-cyclic AMP in which the hydrogen at position 2 on the purine fragment is replaced by a 6-aminohexylamino group. It is a 3',5'-cyclic purine nucleotide, an adenyl ribonucleotide, a primary amino compound and a secondary amino compound. It derives from a 3',5'-cyclic AMP.",C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C4=NC=NC(=C4N=C3NCCCCCCN)N)O)OP(=O)(O1)O,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=C(N=C43)NCCCCCCN)N)O)OP(=O)(O1)O,52,1-64,98,97-128,942.1896838075247,>800,0.9736842105263158,True
64,3374,"The molecule is a member of the class of pyridoquinolines that is 1-oxo-6,7-dihydro-1H,5H-pyrido[3,2,1-ij]quinoline carrying additional carboxy, methyl and fluoro substituents at positions 2, 5 and 9 respectively. It is a pyridoquinoline, a 3-oxo monocarboxylic acid, an organofluorine compound and a quinolone antibiotic.",CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,CC1=C2C(=C1)C3=CCC(=N(C2=O)C=C3)C(=O)O,42,1-64,112,97-128,763.3556201182146,300-800,,False
65,124202362,"The molecule is a glycosyloxyisoflavone that is the glucuronide-conjugated form of the phytoestrogen glycitein. It is a 7-hydroxyisoflavone, a methoxyisoflavone, a glycosyloxyisoflavone, a beta-D-glucosiduronic acid and a monosaccharide derivative. It derives from a glycitein.",COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O,COC1=C(C=C2C(=C1O)O)C3=CO2)C4=CC=CC(=C3C(=O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O,34,1-64,95,65-96,1233.5609251441626,>800,,False
66,129626641,"The molecule is a docosanoid anion obtained by deprotonation of the two carboxy groups and protonation of the glutamyl alpha-amino group of (13R)-S-cysteinylglycinyl-(14S)-hydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoic acid; major species at pH 7.3. It is a docosanoid anion and a peptide anion. It is a conjugate base of a (13R)-S-cysteinylglycinyl-(14S)-hydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoic acid.",CC/C=C\\C/C=C\\C[C@@H]([C@@H](/C=C/C=C/C=C\\C/C=C\\CCC(=O)[O-])SC[C@@H](C(=O)NCC(=O)[O-])[NH3+])O,CC/C=C\\C/C=C\\C[C@@H]([C@@H](/C=C/C=C/C=C\\C/C=C\\CCC(=O)[O-])SC[C@@H](C(=O)[O-])[NH3+])O,47,1-64,163,>160,817.0815140105244,>800,0.7674418604651163,True
67,57971952,"The molecule is an echinocandin initially isolated as a very minor bioactive fermentation product of Glarea lozoyensis (originally known as Zalerion arboricola). Subsequent random mutagenesis work and optimisation of the fermentation medium permitted the industrial production of pneumocandin B0, which is used as the starting point for the synthesis of the antifungal drug caspofungin. It has a role as an antifungal agent and a fungal metabolite. It is an echinocandin and a homodetic cyclic peptide.",CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)NC1C[C@H]([C@H](NC(=O)[C@@H]2[C@H](CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@@H](CC(=O)N)O)O)O)O,C1[C@H](CO)N1C=C2C=C2C(=O)N[C@@H](C(=O)[C@]3(C(=O)[C@@H]([C@H](CC(=O)N1)OC(=O)N)C)OC(=O)C)O,75,65-96,126,97-128,2101.9747520946635,>800,,False
68,439258,"The molecule is a modified amino acid generated by enzymic means from L-homocysteine and L-serine. It has a role as a human metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a tautomer of a L-cystathionine dizwitterion.",C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N,C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N,43,1-64,84,65-96,189.86647567444433,100-300,1.0,True
69,91856628,The molecule is an alpha-D-Glcp-(1->3)-[alpha-D-Glcp-(1->4)]-D-Glcp in which the carbon bearing the anomeric hydroxy group has alpha- configuration. It derives from an alpha-maltose.,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)CO)O)O)O)O,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,22,1-64,61,1-64,599.074654760249,300-800,1.0,True
70,53380618,"The molecule is a myo-inositol bis(diphosphate) trisphosphate having the three phospho groups located at positions 4, 5 and 6 and the two diphospho groups at positions 1 and 3. It derives from a myo-inositol.",[C@H]1([C@H](C([C@H]([C@@H](C1O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O,[C@H]1([C@@H]([C@@H]([C@H]([C@@H]([C@H]1OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O,34,1-64,63,1-64,1143.606467361231,>800,1.0,True
71,23724670,"The molecule is a trihydroxyflavanone in which the three hydroxy substituents are located at positions 6, 7 and 4'. It is a trihydroxyflavanone and a member of 4'-hydroxyflavanones.",C1C(OC2=CC(=C(C=C2C1=O)O)O)C3=CC=C(C=C3)O,C1=CC(=CC=C1C2C(C(=O)C3=C(O2)C=C(C=C3)O)O,28,1-64,52,1-64,675.40838289424,300-800,,False
72,243,"The molecule is a compound comprising a benzene ring core carrying a carboxylic acid substituent. It has a role as an antimicrobial food preservative, an EC 3.1.1.3 (triacylglycerol lipase) inhibitor, an EC 1.13.11.33 (arachidonate 15-lipoxygenase) inhibitor, a plant metabolite, a human xenobiotic metabolite, an algal metabolite and a drug allergen. It is a conjugate acid of a benzoate.",C1=CC=C(C=C1)C(=O)O,C1=CC=C(C=C1)C(=O)O,58,1-64,118,97-128,203.415952604261,100-300,1.0,True
73,104881,"The molecule is a C21-steroid that is pregnane substituted by an oxo group at position 20 and a hydroxy group at position 3. It is a 20-oxo steroid, a 3-hydroxy steroid and a C21-steroid. It derives from a hydride of a pregnane.",CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4[C@@]3(CCC(C4)O)C)C,CC([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,42,1-64,68,65-96,500.07003778062796,300-800,0.8571428571428571,True
74,75551,"The molecule is a sulfur-containing carboxylic consisting of thioglycolic acid carrying an S-methyl substituent. It has a role as a xenobiotic metabolite. It is a sulfur-containing carboxylic acid, a monocarboxylic acid and a methyl sulfide. It derives from a thioglycolic acid. It is a conjugate acid of a (methylthio)acetate.",CSCC(=O)O,CSC(=O)CCC(=O)O,49,1-64,96,65-96,52.75488750216347,<100,0.5217391304347826,True
75,51041863,"The molecule is a sialohexaosylceramide consisting of a branched heptasaccharide made up from one sialyl residue, two galactose residues, two N-acetylgalactosamine residues, one N-acetylglucosamine residue and a glucose residue at the reducing end attached to N-stearoylsphingosine via a beta-linkage.",CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O[C@H]6[C@@H]([C@H]([C@H]([C@H](O6)CO)O)O)NC(=O)C)O[C@@]7(C[C@@H]([C@H]([C@@H](O7)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O[C@@]5(C[C@@H]([C@H]([C@@H](O5)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O,39,1-64,89,65-96,3431.108427761768,>800,1.0,True
76,176983,"The molecule is a monoterpene that is cyclohexa-1,3-diene substituted at positions 1 and 4 by methyl and prop-1-en-2-yl groups respectively. It has a role as a plant metabolite, a human xenobiotic metabolite and a volatile oil component. It is a monoterpene and a cyclohexadiene. It derives from a p-menthane.",CC1=CC=C(CC1)C(=C)C,CC1=CCC(CC1)C(=C)C,49,1-64,92,65-96,204.07820003461555,100-300,0.8666666666666667,True
77,11460189,"The molecule is an alicyclic ketone that is cyclohexanone in which the pro-S hydrogens at positions 2, 3, and 4 are substituted by methoxy, (2E)-6-methylhept-2-en-2-yl, and acetyl groups, respectively. It has a role as an angiogenesis inhibitor. It derives from a fumagalone.",CC(C)CC/C=C(\\C)/[C@@H]1[C@H](CCC(=O)[C@H]1OC)C(=O)C,CC(C)CC/C=C(\\C)/[C@@H]1[C@H](CCC(=O)[C@H]1OC)C(=O)C,42,1-64,86,65-96,379.6963551508704,300-800,1.0,True
78,102026334,"The molecule is a glycoside that is curcumin substituted by a beta-D-glucopyranosyl-(1->6)-beta-D-glucopyranosyl-(1->6)-beta-D-glucopyranosyl-(1->6)-beta-D-glucopyranoside group at position 4'. It has a role as a plant metabolite. It is a tetrasaccharide derivative, an enol, an enone and a glycoside. It derives from a curcumin.",COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O)O)O)O)O)O)O)O)OC)O,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O)O)O)O)OC)O,41,1-64,118,97-128,2121.6013505188794,>800,1.0,True
79,44123467,The molecule is an ammonium ion resulting from the protonation of the primary amino group of N-acetylcadaverine. The major microspecies at pH 7.3. It derives from a cadaverine(2+). It is a conjugate acid of a N-acetylcadaverine.,CC(=O)NCCCCC[NH3+],CC(=O)NCCCCC[NH3+],36,1-64,70,65-96,93.60689651177816,<100,1.0,True
80,137333888,"The molecule is a secondary carboxamide resulting from the formal condensation of the carboxy group of tetrahydro-2H-pyran-4-carboxylic acid with the amino group of 5-{[(5-tert-butyl-1,3-oxazol-2-yl)methyl]sulfanyl}-1,3-thiazol-2-amine. It is a CDK18 kinase inhibitor. It has a role as an EC 2.7.11.22 (cyclin-dependent kinase) inhibitor. It is a member of 1,3-oxazoles, a member of 1,3-thiazoles, an organic sulfide, a secondary carboxamide and a member of oxanes.",CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCOCC3,CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3=CN(CN3)C(=O)CC,62,1-64,166,>160,714.7916620434632,300-800,0.6486486486486487,True
81,71362816,"The molecule is an azaspiro compound that is 1,3,6,8-tetraazaspiro[4.4]non-6-ene which is substituted by oxo groups at positions 2, 4, and 9. Both enantiomers are highly mutagenic products resulting from the oxidation of guanine and 8-oxo-7,8-dihydroguanine in DNA by reactive oxygen species. It has a role as a mutagen. It derives from a hydantoin.",C1(=O)C2(C(=O)NC(=O)N2)N=C(N1)N,C1=NC2=CN1C(=O)NC(=O)NC2(C3=O)N,53,1-64,110,97-128,361.1813590709447,300-800,,False
82,70698038,"The molecule is an aromatic ether in which the oxygen atom is connected to a guaiacylglyceryl and a vanillyl group. It has been isolated from the stems of Sinocalamus affinis. It is a triol, an aromatic ether, a member of benzoic acids and a member of guaiacols. It derives from a (+)-(7S,8S)-guaiacylglycerol and a vanillic acid.",COC1=C(C=CC(=C1)[C@@H]([C@H](CO)OC2=C(C=C(C=C2)C(=O)O)OC)O)O,COC1=C(C=CC(=C1)[C@@H]([C@H](CO)O[C@H](CO)O)OC)[C@@H](C2=CC(=C(C=C2)O)OC)O)O,56,1-64,98,97-128,773.7815645419441,300-800,,False
83,33255,"The molecule is a first-generation cephalosporin compound having [(5-methyl-1,3,4-thiadiazol-2-yl)sulfanyl]methyl and (1H-tetrazol-1-ylacetyl)amino side-groups at positions 3 and 7 respectively. It has a role as an antibacterial drug. It is a cephalosporin, a member of thiadiazoles, a member of tetrazoles and a beta-lactam antibiotic allergen. It is a conjugate acid of a cefazolin(1-).",CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN4)C)SC2)C(=O)O,51,1-64,135,129-160,990.9137443081793,>800,,False
84,72551571,The molecule is a 3-oxo-fatty acyl-CoA(4-) obtained by deprotonation of the phosphate and diphosphate OH groups of (11Z)-3-oxooctadecenoyl-CoA; major species at pH 7.3. It is a conjugate base of an (11Z)-3-oxooctadecenoyl-CoA.,CCCCCC/C=C\\CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,CCCCCC/C=C\\CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,31,1-64,91,65-96,2127.3568452056143,>800,1.0,True
85,3692773,"The molecule is an ammonium ion that is the conjugate acid of aminoacetone, arising from protonation of the primary amino group; major species at pH 7.3. It has a role as a human metabolite and a Saccharomyces cerevisiae metabolite. It is an organic cation and an ammonium ion derivative. It is a conjugate acid of an aminoacetone.",CC(=O)C[NH3+],CC(=O)[NH3+],57,1-64,87,65-96,42.1577218810798,<100,0.3684210526315789,True
86,36690813,"The molecule is an ammonium ion derivative that is the conjugate acid of cinanserin, obtained by the protonation of the tertiary amino group. It is the major microspecies at pH 7.3. It is a conjugate acid of a cinanserin.",C[NH+](C)CCCSC1=CC=CC=C1NC(=O)/C=C/C2=CC=CC=C2,C[C@H]1C[NH+](C2=CC=CC=CC=C2)CNC(=O)C3=O,39,1-64,64,1-64,668.3488831545278,300-800,,False
